,areaname,population,date,newcasesbypublishdate,cases_per_100k
2814,South East,9175000,23/05/2021,132,1.4386920980926432
1206,London,8899375,23/05/2021,233,2.618161387737903
2278,North West,7300000,23/05/2021,494,6.767123287671232
1742,North East,2597000,23/05/2021,56,2.1563342318059298
4422,Yorkshire and the Humber,5486000,23/05/2021,275,5.012759752096245
6187,Scotland,5454000,23/05/2021,378,6.93069306930693
3350,South West,5616000,23/05/2021,46,0.8190883190883191
670,East of England,5847000,23/05/2021,134,2.2917735590901316
134,East Midlands,4533000,23/05/2021,111,2.4487094639311717
3886,West Midlands,2928000,23/05/2021,92,3.14207650273224
4980,Wales,3136000,23/05/2021,46,1.4668367346938775
6521,Scotland,5454000,23/06/2020,12,0.22002200220022003
468,East Midlands,4533000,23/06/2020,18,0.39708802117802783
4756,Yorkshire and the Humber,5486000,23/06/2020,23,0.4192489974480496
3148,South East,9175000,23/06/2020,41,0.44686648501362397
3684,South West,5616000,23/06/2020,2,0.03561253561253561
1004,East of England,5847000,23/06/2020,34,0.581494783649735
1540,London,8899375,23/06/2020,18,0.20226139476086802
2076,North East,2597000,23/06/2020,7,0.2695417789757412
4220,West Midlands,2928000,23/06/2020,28,0.9562841530054644
5921,Northern Ireland,1885000,23/06/2020,0,0.0
2612,North West,7300000,23/06/2020,22,0.3013698630136986
5314,Wales,3136000,23/06/2020,51,1.6262755102040816
6156,Scotland,5454000,23/06/2021,2969,54.437110377704435
2783,South East,9175000,23/06/2021,1118,12.185286103542236
5556,Northern Ireland,1885000,23/06/2021,188,9.973474801061007
1711,North East,2597000,23/06/2021,1095,42.16403542549095
4391,Yorkshire and the Humber,5486000,23/06/2021,1521,27.72511848341232
3855,West Midlands,2928000,23/06/2021,1108,37.84153005464481
3319,South West,5616000,23/06/2021,993,17.681623931623932
639,East of England,5847000,23/06/2021,661,11.304942705661023
2247,North West,7300000,23/06/2021,3620,49.58904109589041
1175,London,8899375,23/06/2021,1609,18.079921342790925
103,East Midlands,4533000,23/06/2021,739,16.30266931392014
4949,Wales,3136000,23/06/2021,213,6.792091836734695
3654,South West,5616000,23/07/2020,29,0.5163817663817664
1510,London,8899375,23/07/2020,96,1.0787274387246295
2046,North East,2597000,23/07/2020,17,0.6546014632268001
6491,Scotland,5454000,23/07/2020,16,0.2933626696002934
5891,Northern Ireland,1885000,23/07/2020,8,0.4244031830238727
2582,North West,7300000,23/07/2020,139,1.9041095890410957
438,East Midlands,4533000,23/07/2020,78,1.7207147584381206
4726,Yorkshire and the Humber,5486000,23/07/2020,86,1.5676266861100983
5284,Wales,3136000,23/07/2020,43,1.371173469387755
974,East of England,5847000,23/07/2020,66,1.128783991790662
4190,West Midlands,2928000,23/07/2020,89,3.039617486338798
3118,South East,9175000,23/07/2020,84,0.9155313351498638
5526,Northern Ireland,1885000,23/07/2021,1337,70.92838196286472
3825,West Midlands,2928000,23/07/2021,3693,126.12704918032787
4919,Wales,3136000,23/07/2021,755,24.075255102040813
1145,London,8899375,23/07/2021,5187,58.284991923590134
6126,Scotland,5454000,23/07/2021,1505,27.594426109277595
2753,South East,9175000,23/07/2021,4533,49.405994550408714
3289,South West,5616000,23/07/2021,2745,48.87820512820513
1681,North East,2597000,23/07/2021,2112,81.32460531382364
609,East of England,5847000,23/07/2021,3081,52.69368907131862
73,East Midlands,4533000,23/07/2021,2613,57.64394440767703
4361,Yorkshire and the Humber,5486000,23/07/2021,3756,68.46518410499453
2217,North West,7300000,23/07/2021,4172,57.15068493150685
2551,North West,7300000,23/08/2020,193,2.643835616438356
1479,London,8899375,23/08/2020,155,1.7416953437741414
4695,Yorkshire and the Humber,5486000,23/08/2020,121,2.2056142909223477
5253,Wales,3136000,23/08/2020,20,0.6377551020408163
6460,Scotland,5454000,23/08/2020,83,1.5218188485515218
407,East Midlands,4533000,23/08/2020,95,2.0957423339951466
943,East of England,5847000,23/08/2020,59,1.009064477509834
2015,North East,2597000,23/08/2020,28,1.0781671159029649
4159,West Midlands,2928000,23/08/2020,109,3.722677595628415
3087,South East,9175000,23/08/2020,104,1.1335149863760219
5860,Northern Ireland,1885000,23/08/2020,119,6.312997347480106
3623,South West,5616000,23/08/2020,53,0.9437321937321937
2186,North West,7300000,23/08/2021,3039,41.630136986301366
3794,West Midlands,2928000,23/08/2021,2505,85.55327868852459
1650,North East,2597000,23/08/2021,1235,47.55487100500578
3258,South West,5616000,23/08/2021,3319,59.09900284900285
1114,London,8899375,23/08/2021,2754,30.94599339841281
4330,Yorkshire and the Humber,5486000,23/08/2021,2526,46.04447685016405
578,East of England,5847000,23/08/2021,2273,38.87463656576022
5495,Northern Ireland,1885000,23/08/2021,1320,70.02652519893898
2722,South East,9175000,23/08/2021,3595,39.182561307901906
6095,Scotland,5454000,23/08/2021,3189,58.470847084708474
4888,Wales,3136000,23/08/2021,3247,103.53954081632652
42,East Midlands,4533000,23/08/2021,2563,56.54092212662695
5829,Northern Ireland,1885000,23/09/2020,220,11.671087533156498
2520,North West,7300000,23/09/2020,1267,17.356164383561644
4128,West Midlands,2928000,23/09/2020,902,30.806010928961747
3592,South West,5616000,23/09/2020,169,3.0092592592592595
912,East of England,5847000,23/09/2020,238,4.070463485548145
3056,South East,9175000,23/09/2020,247,2.6920980926430516
376,East Midlands,4533000,23/09/2020,341,7.522611956761526
4664,Yorkshire and the Humber,5486000,23/09/2020,683,12.449872402479038
1448,London,8899375,23/09/2020,531,5.966711145445608
6429,Scotland,5454000,23/09/2020,486,8.91089108910891
5222,Wales,3136000,23/09/2020,389,12.404336734693878
1984,North East,2597000,23/09/2020,667,25.683480939545632
6064,Scotland,5454000,23/09/2021,4024,73.78071140447378
5464,Northern Ireland,1885000,23/09/2021,1165,61.803713527851464
547,East of England,5847000,23/09/2021,3205,54.81443475286472
1083,London,8899375,23/09/2021,2494,28.024439918533606
3763,West Midlands,2928000,23/09/2021,2979,101.74180327868852
4857,Wales,3136000,23/09/2021,2476,78.95408163265306
3227,South West,5616000,23/09/2021,1691,30.11039886039886
2155,North West,7300000,23/09/2021,4444,60.87671232876713
4299,Yorkshire and the Humber,5486000,23/09/2021,3824,69.70470288005833
2691,South East,9175000,23/09/2021,4039,44.02179836512261
1619,North East,2597000,23/09/2021,1472,56.680785521755865
11,East Midlands,4533000,23/09/2021,3793,83.67527024045886
3562,South West,5616000,23/10/2020,1121,19.960826210826212
4098,West Midlands,2928000,23/10/2020,2180,74.4535519125683
346,East Midlands,4533000,23/10/2020,1793,39.55437899845577
1954,North East,2597000,23/10/2020,1277,49.17212167886022
2490,North West,7300000,23/10/2020,3956,54.1917808219178
4634,Yorkshire and the Humber,5486000,23/10/2020,2745,50.036456434560705
6399,Scotland,5454000,23/10/2020,1401,25.687568756875685
882,East of England,5847000,23/10/2020,846,14.468958440225759
5799,Northern Ireland,1885000,23/10/2020,1252,66.41909814323608
3026,South East,9175000,23/10/2020,1248,13.60217983651226
5192,Wales,3136000,23/10/2020,761,24.26658163265306
1418,London,8899375,23/10/2020,1718,19.304726455509517
5434,Northern Ireland,1885000,23/10/2021,1323,70.18567639257294
4827,Wales,3136000,23/10/2021,0,0.0
6034,Scotland,5454000,23/10/2021,2403,44.05940594059406
1387,London,8899375,23/11/2020,2075,23.316244118266734
851,East of England,5847000,23/11/2020,984,16.829143150333504
4067,West Midlands,2928000,23/11/2020,2020,68.98907103825137
3531,South West,5616000,23/11/2020,761,13.550569800569802
6368,Scotland,5454000,23/11/2020,949,17.400073340667397
1923,North East,2597000,23/11/2020,732,28.186368887177515
2995,South East,9175000,23/11/2020,1999,21.787465940054496
4603,Yorkshire and the Humber,5486000,23/11/2020,1667,30.38643820634342
2459,North West,7300000,23/11/2020,1573,21.547945205479454
5768,Northern Ireland,1885000,23/11/2020,280,14.854111405835543
315,East Midlands,4533000,23/11/2020,1457,32.14206926979925
5161,Wales,3136000,23/11/2020,892,28.44387755102041
2429,North West,7300000,23/12/2020,2797,38.31506849315069
2965,South East,9175000,23/12/2020,5986,65.2425068119891
5738,Northern Ireland,1885000,23/12/2020,787,41.750663129973475
5131,Wales,3136000,23/12/2020,3013,96.07780612244898
3501,South West,5616000,23/12/2020,1318,23.46866096866097
4573,Yorkshire and the Humber,5486000,23/12/2020,1850,33.72220196864747
1893,North East,2597000,23/12/2020,941,36.234116288024644
821,East of England,5847000,23/12/2020,5611,95.96374208996066
6338,Scotland,5454000,23/12/2020,1190,21.818848551521818
285,East Midlands,4533000,23/12/2020,1873,41.3192146481359
1357,London,8899375,23/12/2020,9873,110.94037502633611
4037,West Midlands,2928000,23/12/2020,3602,123.01912568306011
3469,South West,5616000,24/01/2021,1938,34.508547008547005
1325,London,8899375,24/01/2021,5720,64.27417655734251
253,East Midlands,4533000,24/01/2021,2475,54.59960291197883
4005,West Midlands,2928000,24/01/2021,3717,126.94672131147541
2397,North West,7300000,24/01/2021,3337,45.71232876712329
4541,Yorkshire and the Humber,5486000,24/01/2021,1521,27.72511848341232
6306,Scotland,5454000,24/01/2021,1195,21.91052438577191
5099,Wales,3136000,24/01/2021,796,25.38265306122449
5706,Northern Ireland,1885000,24/01/2021,433,22.97082228116711
2933,South East,9175000,24/01/2021,4653,50.713896457765664
1861,North East,2597000,24/01/2021,857,32.999614940315745
789,East of England,5847000,24/01/2021,3216,55.00256541816316
2902,South East,9175000,24/02/2021,943,10.277929155313352
1294,London,8899375,24/02/2021,952,10.697380434019243
6275,Scotland,5454000,24/02/2021,798,14.631463146314632
5675,Northern Ireland,1885000,24/02/2021,260,13.793103448275863
4510,Yorkshire and the Humber,5486000,24/02/2021,1153,21.01713452424353
222,East Midlands,4533000,24/02/2021,1095,24.15618795499669
758,East of England,5847000,24/02/2021,772,13.203352146399862
2366,North West,7300000,24/02/2021,1512,20.712328767123285
5068,Wales,3136000,24/02/2021,236,7.525510204081633
3438,South West,5616000,24/02/2021,385,6.855413105413105
3974,West Midlands,2928000,24/02/2021,1299,44.364754098360656
1830,North East,2597000,24/02/2021,483,18.598382749326145
6012,Northern Ireland,1885000,24/03/2020,24,1.273209549071618
5405,Wales,3136000,24/03/2020,60,1.913265306122449
6612,Scotland,5454000,24/03/2020,85,1.5584891822515585
6247,Scotland,5454000,24/03/2021,692,12.687935460212687
4482,Yorkshire and the Humber,5486000,24/03/2021,969,17.66314254465913
3946,West Midlands,2928000,24/03/2021,611,20.867486338797814
5040,Wales,3136000,24/03/2021,159,5.07015306122449
2874,South East,9175000,24/03/2021,417,4.544959128065395
1266,London,8899375,24/03/2021,508,5.708266029917831
730,East of England,5847000,24/03/2021,344,5.883358987514965
2338,North West,7300000,24/03/2021,631,8.643835616438356
1802,North East,2597000,24/03/2021,367,14.131690412013862
3410,South West,5616000,24/03/2021,223,3.9707977207977208
194,East Midlands,4533000,24/03/2021,503,11.096404147363778
5647,Northern Ireland,1885000,24/03/2021,139,7.374005305039788
528,East Midlands,4533000,24/04/2020,139,3.0664019413192145
3744,South West,5616000,24/04/2020,117,2.0833333333333335
6581,Scotland,5454000,24/04/2020,288,5.2805280528052805
4816,Yorkshire and the Humber,5486000,24/04/2020,398,7.254830477579293
2136,North East,2597000,24/04/2020,228,8.779360800924144
4280,West Midlands,2928000,24/04/2020,311,10.621584699453551
1064,East of England,5847000,24/04/2020,224,3.831024456986489
2672,North West,7300000,24/04/2020,570,7.808219178082191
3208,South East,9175000,24/04/2020,562,6.125340599455042
1600,London,8899375,24/04/2020,296,3.326076269400941
5374,Wales,3136000,24/04/2020,243,7.748724489795919
5981,Northern Ireland,1885000,24/04/2020,106,5.623342175066313
2307,North West,7300000,24/04/2021,238,3.26027397260274
5616,Northern Ireland,1885000,24/04/2021,80,4.244031830238727
5009,Wales,3136000,24/04/2021,0,0.0
699,East of England,5847000,24/04/2021,163,2.787754403967847
1771,North East,2597000,24/04/2021,57,2.194840200231036
3915,West Midlands,2928000,24/04/2021,189,6.454918032786885
4451,Yorkshire and the Humber,5486000,24/04/2021,362,6.598614655486693
163,East Midlands,4533000,24/04/2021,183,4.037061548643282
1235,London,8899375,24/04/2021,251,2.820422782498771
3379,South West,5616000,24/04/2021,111,1.9764957264957266
6216,Scotland,5454000,24/04/2021,177,3.245324532453245
2843,South East,9175000,24/04/2021,197,2.1471389645776564
2106,North East,2597000,24/05/2020,16,0.6160954948016942
4250,West Midlands,2928000,24/05/2020,84,2.8688524590163933
2642,North West,7300000,24/05/2020,170,2.328767123287671
5951,Northern Ireland,1885000,24/05/2020,25,1.3262599469496021
3178,South East,9175000,24/05/2020,110,1.1989100817438691
4786,Yorkshire and the Humber,5486000,24/05/2020,63,1.148377688662049
6551,Scotland,5454000,24/05/2020,60,1.1001100110011002
1034,East of England,5847000,24/05/2020,42,0.7183170856849667
5344,Wales,3136000,24/05/2020,140,4.464285714285714
1570,London,8899375,24/05/2020,38,0.4269962778284992
498,East Midlands,4533000,24/05/2020,57,1.257445400397088
3714,South West,5616000,24/05/2020,19,0.3383190883190883
3349,South West,5616000,24/05/2021,75,1.3354700854700854
5586,Northern Ireland,1885000,24/05/2021,53,2.8116710875331563
1205,London,8899375,24/05/2021,310,3.4833906875482827
2813,South East,9175000,24/05/2021,232,2.5286103542234333
4979,Wales,3136000,24/05/2021,101,3.220663265306122
669,East of England,5847000,24/05/2021,180,3.078501795792714
2277,North West,7300000,24/05/2021,495,6.780821917808219
4421,Yorkshire and the Humber,5486000,24/05/2021,251,4.575282537367845
1741,North East,2597000,24/05/2021,70,2.6954177897574123
3885,West Midlands,2928000,24/05/2021,116,3.9617486338797816
6186,Scotland,5454000,24/05/2021,313,5.738907224055739
133,East Midlands,4533000,24/05/2021,171,3.772336201191264
4755,Yorkshire and the Humber,5486000,24/06/2020,16,0.29165147648559975
2611,North West,7300000,24/06/2020,8,0.1095890410958904
4219,West Midlands,2928000,24/06/2020,11,0.37568306010928965
1539,London,8899375,24/06/2020,10,0.11236744153381559
5920,Northern Ireland,1885000,24/06/2020,2,0.10610079575596817
3147,South East,9175000,24/06/2020,28,0.30517711171662126
3683,South West,5616000,24/06/2020,6,0.10683760683760685
2075,North East,2597000,24/06/2020,0,0.0
1003,East of England,5847000,24/06/2020,6,0.1026167265264238
467,East Midlands,4533000,24/06/2020,10,0.22060445621001543
6520,Scotland,5454000,24/06/2020,9,0.16501650165016502
5313,Wales,3136000,24/06/2020,47,1.4987244897959184
2246,North West,7300000,24/06/2021,3318,45.45205479452055
1710,North East,2597000,24/06/2021,1108,42.66461301501733
6155,Scotland,5454000,24/06/2021,2999,54.98716538320499
1174,London,8899375,24/06/2021,1731,19.450804129503478
3318,South West,5616000,24/06/2021,1224,21.794871794871796
2782,South East,9175000,24/06/2021,1231,13.416893732970026
4390,Yorkshire and the Humber,5486000,24/06/2021,1571,28.63652934742982
102,East Midlands,4533000,24/06/2021,779,17.185087138760203
638,East of England,5847000,24/06/2021,730,12.485035060714898
4948,Wales,3136000,24/06/2021,438,13.966836734693878
5555,Northern Ireland,1885000,24/06/2021,198,10.50397877984085
3854,West Midlands,2928000,24/06/2021,1301,44.43306010928961
2581,North West,7300000,24/07/2020,188,2.5753424657534247
6490,Scotland,5454000,24/07/2020,20,0.3667033370003667
2045,North East,2597000,24/07/2020,9,0.346553715825953
4189,West Midlands,2928000,24/07/2020,55,1.8784153005464481
437,East Midlands,4533000,24/07/2020,83,1.831016986543128
1509,London,8899375,24/07/2020,73,0.8202823231968538
5283,Wales,3136000,24/07/2020,45,1.4349489795918366
4725,Yorkshire and the Humber,5486000,24/07/2020,102,1.8592781625956982
973,East of England,5847000,24/07/2020,73,1.2485035060714897
3653,South West,5616000,24/07/2020,26,0.46296296296296297
5890,Northern Ireland,1885000,24/07/2020,15,0.7957559681697612
3117,South East,9175000,24/07/2020,70,0.7629427792915532
3288,South West,5616000,24/07/2021,2626,46.75925925925926
3824,West Midlands,2928000,24/07/2021,3424,116.93989071038251
6125,Scotland,5454000,24/07/2021,1307,23.964063072973964
4360,Yorkshire and the Humber,5486000,24/07/2021,3383,61.666059059423986
4918,Wales,3136000,24/07/2021,0,0.0
72,East Midlands,4533000,24/07/2021,2556,56.386499007279944
5525,Northern Ireland,1885000,24/07/2021,1520,80.63660477453581
1680,North East,2597000,24/07/2021,1830,70.46592221794377
2752,South East,9175000,24/07/2021,3451,37.61307901907357
2216,North West,7300000,24/07/2021,3615,49.52054794520547
1144,London,8899375,24/07/2021,4557,51.205843106959755
608,East of England,5847000,24/07/2021,2816,48.16145031640157
942,East of England,5847000,24/08/2020,59,1.009064477509834
1478,London,8899375,24/08/2020,133,1.4944869723997471
2014,North East,2597000,24/08/2020,45,1.732768579129765
5859,Northern Ireland,1885000,24/08/2020,10,0.5305039787798409
4694,Yorkshire and the Humber,5486000,24/08/2020,81,1.4764855997083486
2550,North West,7300000,24/08/2020,148,2.0273972602739727
5252,Wales,3136000,24/08/2020,19,0.6058673469387755
6459,Scotland,5454000,24/08/2020,66,1.2101210121012103
406,East Midlands,4533000,24/08/2020,63,1.3898080741230974
3622,South West,5616000,24/08/2020,46,0.8190883190883191
4158,West Midlands,2928000,24/08/2020,77,2.629781420765027
3086,South East,9175000,24/08/2020,106,1.1553133514986376
2185,North West,7300000,24/08/2021,3275,44.863013698630134
2721,South East,9175000,24/08/2021,3462,37.73297002724796
577,East of England,5847000,24/08/2021,2064,35.30015392508979
1649,North East,2597000,24/08/2021,1057,40.700808625336926
3793,West Midlands,2928000,24/08/2021,2494,85.1775956284153
6094,Scotland,5454000,24/08/2021,4323,79.26292629262926
5494,Northern Ireland,1885000,24/08/2021,1648,87.42705570291777
4887,Wales,3136000,24/08/2021,1393,44.419642857142854
3257,South West,5616000,24/08/2021,2785,49.59045584045584
41,East Midlands,4533000,24/08/2021,2230,49.194793734833446
1113,London,8899375,24/08/2021,2782,31.260622234707494
4329,Yorkshire and the Humber,5486000,24/08/2021,2736,49.87240247903755
2519,North West,7300000,24/09/2020,1890,25.89041095890411
375,East Midlands,4533000,24/09/2020,336,7.41230972865652
6428,Scotland,5454000,24/09/2020,465,8.525852585258527
911,East of England,5847000,24/09/2020,263,4.498033179408243
4127,West Midlands,2928000,24/09/2020,608,20.76502732240437
5221,Wales,3136000,24/09/2020,348,11.096938775510203
5828,Northern Ireland,1885000,24/09/2020,189,10.026525198938991
1983,North East,2597000,24/09/2020,523,20.138621486330383
4663,Yorkshire and the Humber,5486000,24/09/2020,808,14.728399562522785
1447,London,8899375,24/09/2020,620,6.9667813750965655
3055,South East,9175000,24/09/2020,326,3.553133514986376
3591,South West,5616000,24/09/2020,175,3.1160968660968664
546,East of England,5847000,24/09/2021,2588,44.262014708397466
4298,Yorkshire and the Humber,5486000,24/09/2021,3634,66.24134159679184
1082,London,8899375,24/09/2021,2783,31.271858978860877
5463,Northern Ireland,1885000,24/09/2021,1030,54.64190981432361
1618,North East,2597000,24/09/2021,1432,55.14054678475164
4856,Wales,3136000,24/09/2021,2727,86.95790816326532
3226,South West,5616000,24/09/2021,2572,45.7977207977208
10,East Midlands,4533000,24/09/2021,3012,66.44606221045665
2154,North West,7300000,24/09/2021,3965,54.31506849315068
2690,South East,9175000,24/09/2021,4109,44.78474114441417
3762,West Midlands,2928000,24/09/2021,3954,135.04098360655738
6063,Scotland,5454000,24/09/2021,3667,67.23505683901723
5191,Wales,3136000,24/10/2020,1324,42.21938775510204
4097,West Midlands,2928000,24/10/2020,2052,70.08196721311475
1953,North East,2597000,24/10/2020,1150,44.28186368887177
1417,London,8899375,24/10/2020,2221,24.95680876466044
881,East of England,5847000,24/10/2020,960,16.41867624422781
6398,Scotland,5454000,24/10/2020,1433,26.274294096076275
345,East Midlands,4533000,24/10/2020,2134,47.0769909552173
3561,South West,5616000,24/10/2020,1167,20.779914529914528
3025,South East,9175000,24/10/2020,1562,17.024523160762943
5798,Northern Ireland,1885000,24/10/2020,923,48.96551724137931
4633,Yorkshire and the Humber,5486000,24/10/2020,3261,59.44221655122129
2489,North West,7300000,24/10/2020,4603,63.05479452054795
4826,Wales,3136000,24/10/2021,3152,100.51020408163265
6033,Scotland,5454000,24/10/2021,2528,46.35130179684635
5433,Northern Ireland,1885000,24/10/2021,1061,56.286472148541115
6367,Scotland,5454000,24/11/2020,771,14.136413641364136
5767,Northern Ireland,1885000,24/11/2020,79,4.190981432360743
4066,West Midlands,2928000,24/11/2020,1244,42.486338797814206
2458,North West,7300000,24/11/2020,1469,20.123287671232877
2994,South East,9175000,24/11/2020,1214,13.231607629427794
314,East Midlands,4533000,24/11/2020,878,19.369071255239355
1386,London,8899375,24/11/2020,1409,15.832572512114615
850,East of England,5847000,24/11/2020,914,15.631948007525226
1922,North East,2597000,24/11/2020,598,23.026569118213324
5160,Wales,3136000,24/11/2020,595,18.973214285714285
3530,South West,5616000,24/11/2020,668,11.894586894586896
4602,Yorkshire and the Humber,5486000,24/11/2020,1335,24.334670069267226
1892,North East,2597000,24/12/2020,1137,43.7812860993454
2964,South East,9175000,24/12/2020,6910,75.3133514986376
2428,North West,7300000,24/12/2020,2812,38.52054794520548
5737,Northern Ireland,1885000,24/12/2020,841,44.61538461538462
284,East Midlands,4533000,24/12/2020,2109,46.52547981469226
4036,West Midlands,2928000,24/12/2020,2156,73.63387978142076
820,East of England,5847000,24/12/2020,6078,103.95074397126733
4572,Yorkshire and the Humber,5486000,24/12/2020,1969,35.89135982500912
3500,South West,5616000,24/12/2020,1380,24.572649572649574
6337,Scotland,5454000,24/12/2020,1314,24.09240924092409
5130,Wales,3136000,24/12/2020,2161,68.9094387755102
1356,London,8899375,24/12/2020,10713,120.37924011517663
5098,Wales,3136000,25/01/2021,872,27.80612244897959
252,East Midlands,4533000,25/01/2021,1800,39.708802117802776
2396,North West,7300000,25/01/2021,2929,40.12328767123288
6305,Scotland,5454000,25/01/2021,752,13.788045471213787
3468,South West,5616000,25/01/2021,1369,24.37678062678063
1860,North East,2597000,25/01/2021,626,24.104736234116288
1324,London,8899375,25/01/2021,3836,43.10415057237166
2932,South East,9175000,25/01/2021,3060,33.35149863760218
5705,Northern Ireland,1885000,25/01/2021,422,22.387267904509283
788,East of England,5847000,25/01/2021,2468,42.209680177869
4540,Yorkshire and the Humber,5486000,25/01/2021,1458,26.576740794750275
4004,West Midlands,2928000,25/01/2021,2477,84.59699453551913
1293,London,8899375,25/02/2021,919,10.32656787695765
757,East of England,5847000,25/02/2021,900,15.392508978963571
4509,Yorkshire and the Humber,5486000,25/02/2021,1144,20.85308056872038
2365,North West,7300000,25/02/2021,1212,16.602739726027398
3437,South West,5616000,25/02/2021,432,7.6923076923076925
6274,Scotland,5454000,25/02/2021,769,14.0997433076641
5067,Wales,3136000,25/02/2021,312,9.948979591836734
221,East Midlands,4533000,25/02/2021,1353,29.84778292521509
3973,West Midlands,2928000,25/02/2021,1201,41.01775956284153
2901,South East,9175000,25/02/2021,994,10.833787465940055
5674,Northern Ireland,1885000,25/02/2021,281,14.907161803713528
1829,North East,2597000,25/02/2021,420,16.172506738544474
5404,Wales,3136000,25/03/2020,150,4.783163265306122
6011,Northern Ireland,1885000,25/03/2020,37,1.9628647214854111
6611,Scotland,5454000,25/03/2020,135,2.4752475247524752
4481,Yorkshire and the Humber,5486000,25/03/2021,1054,19.21254101348888
2337,North West,7300000,25/03/2021,747,10.232876712328768
5039,Wales,3136000,25/03/2021,227,7.238520408163265
3945,West Midlands,2928000,25/03/2021,552,18.852459016393443
1265,London,8899375,25/03/2021,604,6.786993468642461
3409,South West,5616000,25/03/2021,290,5.163817663817664
193,East Midlands,4533000,25/03/2021,559,12.331789102139863
1801,North East,2597000,25/03/2021,440,16.942626107046593
6246,Scotland,5454000,25/03/2021,701,12.852951961862853
729,East of England,5847000,25/03/2021,488,8.346160424149137
5646,Northern Ireland,1885000,25/03/2021,183,9.708222811671089
2873,South East,9175000,25/03/2021,540,5.885558583106267
3743,South West,5616000,25/04/2020,173,3.080484330484331
4279,West Midlands,2928000,25/04/2020,320,10.92896174863388
3207,South East,9175000,25/04/2020,479,5.220708446866484
2135,North East,2597000,25/04/2020,226,8.702348864073931
1063,East of England,5847000,25/04/2020,297,5.079527963057978
5373,Wales,3136000,25/04/2020,299,9.534438775510203
1599,London,8899375,25/04/2020,278,3.123814874640073
527,East Midlands,4533000,25/04/2020,149,3.2870063975292303
2671,North West,7300000,25/04/2020,457,6.26027397260274
5980,Northern Ireland,1885000,25/04/2020,104,5.517241379310344
4815,Yorkshire and the Humber,5486000,25/04/2020,333,6.069996354356544
6580,Scotland,5454000,25/04/2020,354,6.49064906490649
3378,South West,5616000,25/04/2021,82,1.46011396011396
698,East of England,5847000,25/04/2021,132,2.257567983581324
5615,Northern Ireland,1885000,25/04/2021,73,3.872679045092838
1234,London,8899375,25/04/2021,187,2.1012711566823516
1770,North East,2597000,25/04/2021,69,2.6569118213323066
162,East Midlands,4533000,25/04/2021,98,2.161923670858151
6215,Scotland,5454000,25/04/2021,176,3.226989365603227
3914,West Midlands,2928000,25/04/2021,126,4.303278688524591
2306,North West,7300000,25/04/2021,186,2.547945205479452
5008,Wales,3136000,25/04/2021,62,1.9770408163265307
2842,South East,9175000,25/04/2021,164,1.7874659400544959
4450,Yorkshire and the Humber,5486000,25/04/2021,324,5.905942398833394
6550,Scotland,5454000,25/05/2020,55,1.0084341767510083
3177,South East,9175000,25/05/2020,80,0.8719346049046321
5343,Wales,3136000,25/05/2020,106,3.3801020408163267
4249,West Midlands,2928000,25/05/2020,56,1.9125683060109289
497,East Midlands,4533000,25/05/2020,42,0.926538716082065
1033,East of England,5847000,25/05/2020,35,0.5985975714041389
2641,North West,7300000,25/05/2020,121,1.6575342465753424
5950,Northern Ireland,1885000,25/05/2020,39,2.0689655172413794
3713,South West,5616000,25/05/2020,15,0.2670940170940171
1569,London,8899375,25/05/2020,38,0.4269962778284992
4785,Yorkshire and the Humber,5486000,25/05/2020,47,0.8567262121764491
2105,North East,2597000,25/05/2020,49,1.8867924528301887
6185,Scotland,5454000,25/05/2021,318,5.83058305830583
2276,North West,7300000,25/05/2021,566,7.7534246575342465
5585,Northern Ireland,1885000,25/05/2021,75,3.9787798408488064
2812,South East,9175000,25/05/2021,232,2.5286103542234333
668,East of England,5847000,25/05/2021,158,2.702240465195827
1204,London,8899375,25/05/2021,295,3.3148395252475593
3884,West Midlands,2928000,25/05/2021,155,5.293715846994536
4420,Yorkshire and the Humber,5486000,25/05/2021,269,4.903390448414145
4978,Wales,3136000,25/05/2021,19,0.6058673469387755
3348,South West,5616000,25/05/2021,69,1.2286324786324787
132,East Midlands,4533000,25/05/2021,156,3.441429516876241
1740,North East,2597000,25/05/2021,66,2.5413939160569887
2074,North East,2597000,25/06/2020,5,0.19252984212552945
5312,Wales,3136000,25/06/2020,125,3.9859693877551017
3682,South West,5616000,25/06/2020,0,0.0
3146,South East,9175000,25/06/2020,66,0.7193460490463216
2610,North West,7300000,25/06/2020,23,0.31506849315068497
4218,West Midlands,2928000,25/06/2020,28,0.9562841530054644
1538,London,8899375,25/06/2020,47,0.5281269752089333
4754,Yorkshire and the Humber,5486000,25/06/2020,28,0.5103900838497994
466,East Midlands,4533000,25/06/2020,32,0.7059342598720494
1002,East of England,5847000,25/06/2020,28,0.4788780571233111
6519,Scotland,5454000,25/06/2020,5,0.09167583425009168
5919,Northern Ireland,1885000,25/06/2020,1,0.05305039787798409
1709,North East,2597000,25/06/2021,1172,45.1289949942241
637,East of England,5847000,25/06/2021,744,12.724474089276553
2781,South East,9175000,25/06/2021,1237,13.482288828337875
5554,Northern Ireland,1885000,25/06/2021,229,12.148541114058355
2245,North West,7300000,25/06/2021,3440,47.12328767123287
1173,London,8899375,25/06/2021,1699,19.091228316595267
101,East Midlands,4533000,25/06/2021,754,16.633575998235163
6154,Scotland,5454000,25/06/2021,1747,32.031536486982034
3317,South West,5616000,25/06/2021,1051,18.714387464387464
