Region;Prøvetagningsdato;Køn;Bekræftede tilfælde;Døde;Indlæggelser;Kummuleret antal døde;Kummuleret antal bekræftede tilfælde;Kummuleret antal indlæggelser
Nordjylland;12-6-2021;M;16;0;0;2519;287122;15406
Sjælland;12-6-2021;M;20;0;1;2519;287142;15407
Syddanmark;12-6-2021;M;13;0;1;2519;287155;15408
Hovedstaden;13-6-2021;F;45;1;5;2520;287200;15413
Midtjylland;13-6-2021;F;25;0;0;2520;287225;15413
Nordjylland;13-6-2021;F;17;0;2;2520;287242;15415
Sjælland;13-6-2021;F;9;0;0;2520;287251;15415
Syddanmark;13-6-2021;F;19;0;1;2520;287270;15416
Hovedstaden;13-6-2021;M;40;0;1;2520;287310;15417
Midtjylland;13-6-2021;M;25;0;0;2520;287335;15417
Nordjylland;13-6-2021;M;20;0;0;2520;287355;15417
Sjælland;13-6-2021;M;14;0;1;2520;287369;15418
Syddanmark;13-6-2021;M;12;0;0;2520;287381;15418
Hovedstaden;14-6-2021;F;63;0;2;2520;287444;15420
Midtjylland;14-6-2021;F;25;0;1;2520;287469;15421
Nordjylland;14-6-2021;F;30;0;0;2520;287499;15421
Sjælland;14-6-2021;F;18;0;0;2520;287517;15421
Syddanmark;14-6-2021;F;24;0;0;2520;287541;15421
Hovedstaden;14-6-2021;M;53;0;3;2520;287594;15424
Midtjylland;14-6-2021;M;35;0;1;2520;287629;15425
Nordjylland;14-6-2021;M;19;0;0;2520;287648;15425
Sjælland;14-6-2021;M;30;0;3;2520;287678;15428
Syddanmark;14-6-2021;M;9;0;0;2520;287687;15428
Hovedstaden;15-6-2021;F;57;0;2;2520;287744;15430
Midtjylland;15-6-2021;F;35;0;0;2520;287779;15430
Nordjylland;15-6-2021;F;23;0;0;2520;287802;15430
Sjælland;15-6-2021;F;11;0;0;2520;287813;15430
Syddanmark;15-6-2021;F;14;0;1;2520;287827;15431
Hovedstaden;15-6-2021;M;68;0;2;2520;287895;15433
Midtjylland;15-6-2021;M;26;0;0;2520;287921;15433
Nordjylland;15-6-2021;M;33;0;2;2520;287954;15435
Sjælland;15-6-2021;M;17;0;0;2520;287971;15435
Syddanmark;15-6-2021;M;19;0;0;2520;287990;15435
Hovedstaden;16-6-2021;F;64;0;2;2520;288054;15437
Midtjylland;16-6-2021;F;30;0;0;2520;288084;15437
Nordjylland;16-6-2021;F;11;0;0;2520;288095;15437
Sjælland;16-6-2021;F;23;0;0;2520;288118;15437
Syddanmark;16-6-2021;F;12;0;0;2520;288130;15437
Hovedstaden;16-6-2021;M;77;0;4;2520;288207;15441
Midtjylland;16-6-2021;M;31;0;1;2520;288238;15442
Nordjylland;16-6-2021;M;12;0;0;2520;288250;15442
Sjælland;16-6-2021;M;13;0;0;2520;288263;15442
Syddanmark;16-6-2021;M;13;0;0;2520;288276;15442
Hovedstaden;17-6-2021;F;49;0;0;2520;288325;15442
Midtjylland;17-6-2021;F;17;0;0;2520;288342;15442
Nordjylland;17-6-2021;F;19;0;1;2520;288361;15443
Sjælland;17-6-2021;F;16;0;3;2520;288377;15446
Syddanmark;17-6-2021;F;3;0;0;2520;288380;15446
Hovedstaden;17-6-2021;M;51;0;1;2520;288431;15447
Midtjylland;17-6-2021;M;20;0;0;2520;288451;15447
Nordjylland;17-6-2021;M;10;0;0;2520;288461;15447
Sjælland;17-6-2021;M;14;0;0;2520;288475;15447
Syddanmark;17-6-2021;M;12;0;1;2520;288487;15448
Hovedstaden;18-6-2021;F;46;0;0;2520;288533;15448
Midtjylland;18-6-2021;F;14;0;1;2520;288547;15449
Nordjylland;18-6-2021;F;13;0;0;2520;288560;15449
Sjælland;18-6-2021;F;9;0;0;2520;288569;15449
Syddanmark;18-6-2021;F;3;0;0;2520;288572;15449
Hovedstaden;18-6-2021;M;51;0;3;2520;288623;15452
Midtjylland;18-6-2021;M;29;0;0;2520;288652;15452
Nordjylland;18-6-2021;M;15;1;3;2521;288667;15455
Sjælland;18-6-2021;M;14;0;0;2521;288681;15455
Syddanmark;18-6-2021;M;6;0;0;2521;288687;15455
Hovedstaden;19-6-2021;F;38;0;1;2521;288725;15456
Midtjylland;19-6-2021;F;9;0;0;2521;288734;15456
Nordjylland;19-6-2021;F;10;1;2;2522;288744;15458
Sjælland;19-6-2021;F;12;0;0;2522;288756;15458
Syddanmark;19-6-2021;F;7;0;0;2522;288763;15458
Hovedstaden;19-6-2021;M;54;0;3;2522;288817;15461
Midtjylland;19-6-2021;M;12;0;0;2522;288829;15461
Nordjylland;19-6-2021;M;12;1;2;2523;288841;15463
Sjælland;19-6-2021;M;10;0;1;2523;288851;15464
Syddanmark;19-6-2021;M;7;0;0;2523;288858;15464
Hovedstaden;20-6-2021;F;39;0;0;2523;288897;15464
Midtjylland;20-6-2021;F;16;0;0;2523;288913;15464
Nordjylland;20-6-2021;F;9;0;0;2523;288922;15464
Sjælland;20-6-2021;F;6;0;2;2523;288928;15466
Syddanmark;20-6-2021;F;5;0;1;2523;288933;15467
Hovedstaden;20-6-2021;M;36;0;0;2523;288969;15467
Midtjylland;20-6-2021;M;23;0;2;2523;288992;15469
Nordjylland;20-6-2021;M;8;0;0;2523;289000;15469
Sjælland;20-6-2021;M;10;0;1;2523;289010;15470
Syddanmark;20-6-2021;M;5;0;0;2523;289015;15470
Hovedstaden;21-6-2021;F;45;0;2;2523;289060;15472
Midtjylland;21-6-2021;F;12;0;1;2523;289072;15473
Nordjylland;21-6-2021;F;5;0;1;2523;289077;15474
Sjælland;21-6-2021;F;4;0;0;2523;289081;15474
Syddanmark;21-6-2021;F;8;0;1;2523;289089;15475
Hovedstaden;21-6-2021;M;62;0;1;2523;289151;15476
Midtjylland;21-6-2021;M;17;0;0;2523;289168;15476
Nordjylland;21-6-2021;M;12;0;0;2523;289180;15476
Sjælland;21-6-2021;M;6;0;0;2523;289186;15476
Syddanmark;21-6-2021;M;17;0;0;2523;289203;15476
Hovedstaden;22-6-2021;F;47;0;1;2523;289250;15477
Midtjylland;22-6-2021;F;9;0;0;2523;289259;15477
Nordjylland;22-6-2021;F;10;0;0;2523;289269;15477
Sjælland;22-6-2021;F;4;0;1;2523;289273;15478
Syddanmark;22-6-2021;F;4;0;0;2523;289277;15478
Hovedstaden;22-6-2021;M;53;0;1;2523;289330;15479
Midtjylland;22-6-2021;M;12;0;0;2523;289342;15479
Nordjylland;22-6-2021;M;4;0;0;2523;289346;15479
Sjælland;22-6-2021;M;14;0;0;2523;289360;15479
Syddanmark;22-6-2021;M;17;0;0;2523;289377;15479
Hovedstaden;23-6-2021;F;48;0;1;2523;289425;15480
Midtjylland;23-6-2021;F;15;0;1;2523;289440;15481
Nordjylland;23-6-2021;F;21;0;1;2523;289461;15482
Sjælland;23-6-2021;F;6;0;0;2523;289467;15482
Syddanmark;23-6-2021;F;8;0;0;2523;289475;15482
Hovedstaden;23-6-2021;M;49;0;4;2523;289524;15486
Midtjylland;23-6-2021;M;21;0;0;2523;289545;15486
Nordjylland;23-6-2021;M;13;0;0;2523;289558;15486
Sjælland;23-6-2021;M;10;0;1;2523;289568;15487
Syddanmark;23-6-2021;M;11;0;0;2523;289579;15487
Hovedstaden;24-6-2021;F;51;0;1;2523;289630;15488
Midtjylland;24-6-2021;F;15;0;0;2523;289645;15488
Nordjylland;24-6-2021;F;8;0;0;2523;289653;15488
Sjælland;24-6-2021;F;8;0;1;2523;289661;15489
Syddanmark;24-6-2021;F;15;0;0;2523;289676;15489
Hovedstaden;24-6-2021;M;57;0;2;2523;289733;15491
Midtjylland;24-6-2021;M;27;0;0;2523;289760;15491
Nordjylland;24-6-2021;M;13;0;0;2523;289773;15491
Sjælland;24-6-2021;M;4;0;0;2523;289777;15491
Syddanmark;24-6-2021;M;13;0;1;2523;289790;15492
Hovedstaden;25-6-2021;F;40;0;1;2523;289830;15493
Midtjylland;25-6-2021;F;13;0;0;2523;289843;15493
Nordjylland;25-6-2021;F;6;0;0;2523;289849;15493
Sjælland;25-6-2021;F;10;0;1;2523;289859;15494
Syddanmark;25-6-2021;F;7;0;0;2523;289866;15494
Hovedstaden;25-6-2021;M;56;0;4;2523;289922;15498
Midtjylland;25-6-2021;M;23;0;1;2523;289945;15499
Nordjylland;25-6-2021;M;14;0;0;2523;289959;15499
Sjælland;25-6-2021;M;10;0;1;2523;289969;15500
Syddanmark;25-6-2021;M;11;0;0;2523;289980;15500
Hovedstaden;26-6-2021;F;44;0;4;2523;290024;15504
Midtjylland;26-6-2021;F;9;0;1;2523;290033;15505
Nordjylland;26-6-2021;F;5;0;0;2523;290038;15505
Sjælland;26-6-2021;F;2;0;0;2523;290040;15505
Syddanmark;26-6-2021;F;4;0;0;2523;290044;15505
Hovedstaden;26-6-2021;M;49;0;2;2523;290093;15507
Midtjylland;26-6-2021;M;7;0;0;2523;290100;15507
Nordjylland;26-6-2021;M;8;0;0;2523;290108;15507
Sjælland;26-6-2021;M;5;0;0;2523;290113;15507
Syddanmark;26-6-2021;M;11;0;0;2523;290124;15507
Hovedstaden;27-6-2021;F;64;0;0;2523;290188;15507
Midtjylland;27-6-2021;F;8;0;0;2523;290196;15507
Nordjylland;27-6-2021;F;8;0;0;2523;290204;15507
Sjælland;27-6-2021;F;3;0;0;2523;290207;15507
Syddanmark;27-6-2021;F;10;0;0;2523;290217;15507
Hovedstaden;27-6-2021;M;52;1;1;2524;290269;15508
Midtjylland;27-6-2021;M;10;0;0;2524;290279;15508
Nordjylland;27-6-2021;M;13;0;0;2524;290292;15508
Sjælland;27-6-2021;M;8;0;0;2524;290300;15508
Syddanmark;27-6-2021;M;8;0;0;2524;290308;15508
Hovedstaden;28-6-2021;F;84;0;1;2524;290392;15509
Midtjylland;28-6-2021;F;19;0;0;2524;290411;15509
Nordjylland;28-6-2021;F;17;0;0;2524;290428;15509
Sjælland;28-6-2021;F;6;0;1;2524;290434;15510
Syddanmark;28-6-2021;F;9;0;0;2524;290443;15510
Hovedstaden;28-6-2021;M;85;0;2;2524;290528;15512
Midtjylland;28-6-2021;M;21;0;0;2524;290549;15512
Nordjylland;28-6-2021;M;20;0;0;2524;290569;15512
Sjælland;28-6-2021;M;15;0;0;2524;290584;15512
Syddanmark;28-6-2021;M;9;0;0;2524;290593;15512
Hovedstaden;29-6-2021;F;118;0;0;2524;290711;15512
Midtjylland;29-6-2021;F;19;0;0;2524;290730;15512
Nordjylland;29-6-2021;F;22;0;0;2524;290752;15512
Sjælland;29-6-2021;F;24;0;0;2524;290776;15512
Syddanmark;29-6-2021;F;14;0;0;2524;290790;15512
Hovedstaden;29-6-2021;M;129;0;2;2524;290919;15514
Midtjylland;29-6-2021;M;18;0;1;2524;290937;15515
Nordjylland;29-6-2021;M;22;0;0;2524;290959;15515
Sjælland;29-6-2021;M;19;0;1;2524;290978;15516
Syddanmark;29-6-2021;M;6;0;0;2524;290984;15516
Hovedstaden;30-6-2021;F;126;0;2;2524;291110;15518
Midtjylland;30-6-2021;F;30;0;1;2524;291140;15519
Nordjylland;30-6-2021;F;11;0;0;2524;291151;15519
Sjælland;30-6-2021;F;19;0;0;2524;291170;15519
Syddanmark;30-6-2021;F;15;0;0;2524;291185;15519
Hovedstaden;30-6-2021;M;177;0;4;2524;291362;15523
Midtjylland;30-6-2021;M;28;0;2;2524;291390;15525
Nordjylland;30-6-2021;M;20;0;0;2524;291410;15525
Sjælland;30-6-2021;M;28;0;0;2524;291438;15525
Syddanmark;30-6-2021;M;17;0;1;2524;291455;15526
Hovedstaden;1-7-2021;F;86;0;0;2524;291541;15526
Midtjylland;1-7-2021;F;28;0;1;2524;291569;15527
Nordjylland;1-7-2021;F;11;0;2;2524;291580;15529
Sjælland;1-7-2021;F;30;0;4;2524;291610;15533
Syddanmark;1-7-2021;F;16;0;0;2524;291626;15533
Hovedstaden;1-7-2021;M;122;0;4;2524;291748;15537
Midtjylland;1-7-2021;M;17;0;0;2524;291765;15537
Nordjylland;1-7-2021;M;16;0;0;2524;291781;15537
Sjælland;1-7-2021;M;34;0;2;2524;291815;15539
Syddanmark;1-7-2021;M;25;0;0;2524;291840;15539
Hovedstaden;2-7-2021;F;89;0;2;2524;291929;15541
Midtjylland;2-7-2021;F;26;1;1;2525;291955;15542
Nordjylland;2-7-2021;F;10;0;0;2525;291965;15542
Sjælland;2-7-2021;F;12;0;0;2525;291977;15542
Syddanmark;2-7-2021;F;14;0;0;2525;291991;15542
Hovedstaden;2-7-2021;M;132;0;2;2525;292123;15544
Midtjylland;2-7-2021;M;27;0;0;2525;292150;15544
Nordjylland;2-7-2021;M;16;0;0;2525;292166;15544
Sjælland;2-7-2021;M;26;0;1;2525;292192;15545
Syddanmark;2-7-2021;M;17;0;0;2525;292209;15545
Hovedstaden;3-7-2021;F;81;0;1;2525;292290;15546
Midtjylland;3-7-2021;F;24;0;0;2525;292314;15546
Nordjylland;3-7-2021;F;9;0;0;2525;292323;15546
Sjælland;3-7-2021;F;20;0;2;2525;292343;15548
Syddanmark;3-7-2021;F;11;0;0;2525;292354;15548
Hovedstaden;3-7-2021;M;103;1;2;2526;292457;15550
Midtjylland;3-7-2021;M;29;0;1;2526;292486;15551
Nordjylland;3-7-2021;M;28;0;0;2526;292514;15551
Sjælland;3-7-2021;M;26;0;0;2526;292540;15551
Syddanmark;3-7-2021;M;21;0;0;2526;292561;15551
Hovedstaden;4-7-2021;F;101;0;2;2526;292662;15553
Midtjylland;4-7-2021;F;29;0;2;2526;292691;15555
Nordjylland;4-7-2021;F;13;0;0;2526;292704;15555
Sjælland;4-7-2021;F;15;0;0;2526;292719;15555
Syddanmark;4-7-2021;F;23;0;0;2526;292742;15555
Hovedstaden;4-7-2021;M;125;0;2;2526;292867;15557
Midtjylland;4-7-2021;M;35;1;2;2527;292902;15559
Nordjylland;4-7-2021;M;15;0;0;2527;292917;15559
Sjælland;4-7-2021;M;24;0;1;2527;292941;15560
Syddanmark;4-7-2021;M;22;0;0;2527;292963;15560
Hovedstaden;5-7-2021;F;157;1;4;2528;293120;15564
Midtjylland;5-7-2021;F;66;0;0;2528;293186;15564
Nordjylland;5-7-2021;F;18;0;0;2528;293204;15564
Sjælland;5-7-2021;F;27;0;0;2528;293231;15564
Syddanmark;5-7-2021;F;51;0;1;2528;293282;15565
Hovedstaden;5-7-2021;M;151;0;4;2528;293433;15569
Midtjylland;5-7-2021;M;80;0;0;2528;293513;15569
Nordjylland;5-7-2021;M;28;0;0;2528;293541;15569
Sjælland;5-7-2021;M;30;0;0;2528;293571;15569
Syddanmark;5-7-2021;M;59;0;1;2528;293630;15570
Hovedstaden;6-7-2021;F;168;0;7;2528;293798;15577
Midtjylland;6-7-2021;F;58;0;1;2528;293856;15578
Nordjylland;6-7-2021;F;16;0;0;2528;293872;15578
Sjælland;6-7-2021;F;30;0;1;2528;293902;15579
Syddanmark;6-7-2021;F;47;0;0;2528;293949;15579
Hovedstaden;6-7-2021;M;179;0;4;2528;294128;15583
Midtjylland;6-7-2021;M;53;0;1;2528;294181;15584
Nordjylland;6-7-2021;M;18;0;0;2528;294199;15584
Sjælland;6-7-2021;M;19;0;1;2528;294218;15585
Syddanmark;6-7-2021;M;60;0;1;2528;294278;15586
Hovedstaden;7-7-2021;F;129;0;3;2528;294407;15589
Midtjylland;7-7-2021;F;66;0;1;2528;294473;15590
Nordjylland;7-7-2021;F;22;0;1;2528;294495;15591
Sjælland;7-7-2021;F;25;0;1;2528;294520;15592
Syddanmark;7-7-2021;F;37;0;0;2528;294557;15592
Hovedstaden;7-7-2021;M;164;0;2;2528;294721;15594
Midtjylland;7-7-2021;M;77;0;1;2528;294798;15595
Nordjylland;7-7-2021;M;14;0;0;2528;294812;15595
Sjælland;7-7-2021;M;30;0;2;2528;294842;15597
Syddanmark;7-7-2021;M;45;0;0;2528;294887;15597
Hovedstaden;8-7-2021;F;129;0;3;2528;295016;15600
Midtjylland;8-7-2021;F;59;0;2;2528;295075;15602
Nordjylland;8-7-2021;F;16;0;0;2528;295091;15602
Sjælland;8-7-2021;F;24;0;0;2528;295115;15602
Syddanmark;8-7-2021;F;26;0;3;2528;295141;15605
Hovedstaden;8-7-2021;M;136;0;3;2528;295277;15608
Midtjylland;8-7-2021;M;61;0;0;2528;295338;15608
Nordjylland;8-7-2021;M;19;0;1;2528;295357;15609
Sjælland;8-7-2021;M;29;0;0;2528;295386;15609
Syddanmark;8-7-2021;M;34;0;0;2528;295420;15609
Hovedstaden;9-7-2021;F;134;0;3;2528;295554;15612
Midtjylland;9-7-2021;F;65;0;2;2528;295619;15614
Nordjylland;9-7-2021;F;9;0;1;2528;295628;15615
Sjælland;9-7-2021;F;14;0;1;2528;295642;15616
Syddanmark;9-7-2021;F;25;0;1;2528;295667;15617
Hovedstaden;9-7-2021;M;163;0;1;2528;295830;15618
Midtjylland;9-7-2021;M;63;0;0;2528;295893;15618
Nordjylland;9-7-2021;M;18;0;0;2528;295911;15618
Sjælland;9-7-2021;M;35;0;0;2528;295946;15618
Syddanmark;9-7-2021;M;34;0;0;2528;295980;15618
Hovedstaden;10-7-2021;F;165;0;1;2528;296145;15619
Midtjylland;10-7-2021;F;64;0;0;2528;296209;15619
Nordjylland;10-7-2021;F;13;0;0;2528;296222;15619
Sjælland;10-7-2021;F;25;0;0;2528;296247;15619
Syddanmark;10-7-2021;F;43;0;0;2528;296290;15619
Hovedstaden;10-7-2021;M;184;0;3;2528;296474;15622
Midtjylland;10-7-2021;M;65;0;0;2528;296539;15622
Nordjylland;10-7-2021;M;20;0;0;2528;296559;15622
Sjælland;10-7-2021;M;35;0;0;2528;296594;15622
Syddanmark;10-7-2021;M;34;0;0;2528;296628;15622
Hovedstaden;11-7-2021;F;192;0;5;2528;296820;15627
Midtjylland;11-7-2021;F;84;0;3;2528;296904;15630
Nordjylland;11-7-2021;F;12;0;1;2528;296916;15631
Sjælland;11-7-2021;F;31;0;0;2528;296947;15631
Syddanmark;11-7-2021;F;55;0;2;2528;297002;15633
Hovedstaden;11-7-2021;M;284;0;4;2528;297286;15637
Midtjylland;11-7-2021;M;125;0;3;2528;297411;15640
Nordjylland;11-7-2021;M;29;0;0;2528;297440;15640
Sjælland;11-7-2021;M;32;0;0;2528;297472;15640
Syddanmark;11-7-2021;M;70;0;2;2528;297542;15642
Hovedstaden;12-7-2021;F;267;0;3;2528;297809;15645
Midtjylland;12-7-2021;F;109;0;3;2528;297918;15648
Nordjylland;12-7-2021;F;22;0;0;2528;297940;15648
Sjælland;12-7-2021;F;38;0;1;2528;297978;15649
Syddanmark;12-7-2021;F;54;1;1;2529;298032;15650
Hovedstaden;12-7-2021;M;301;0;4;2529;298333;15654
Midtjylland;12-7-2021;M;153;0;3;2529;298486;15657
Nordjylland;12-7-2021;M;23;0;1;2529;298509;15658
Sjælland;12-7-2021;M;45;0;2;2529;298554;15660
Syddanmark;12-7-2021;M;86;1;4;2530;298640;15664
Hovedstaden;13-7-2021;F;286;0;0;2530;298926;15664
Midtjylland;13-7-2021;F;118;1;3;2531;299044;15667
Nordjylland;13-7-2021;F;22;0;0;2531;299066;15667
Sjælland;13-7-2021;F;40;0;1;2531;299106;15668
Syddanmark;13-7-2021;F;59;0;2;2531;299165;15670
Hovedstaden;13-7-2021;M;336;0;6;2531;299501;15676
Midtjylland;13-7-2021;M;147;0;0;2531;299648;15676
Nordjylland;13-7-2021;M;30;0;0;2531;299678;15676
Sjælland;13-7-2021;M;56;0;1;2531;299734;15677
Syddanmark;13-7-2021;M;97;0;2;2531;299831;15679
Hovedstaden;14-7-2021;F;279;0;3;2531;300110;15682
Midtjylland;14-7-2021;F;140;0;1;2531;300250;15683
Nordjylland;14-7-2021;F;21;0;0;2531;300271;15683
Sjælland;14-7-2021;F;49;0;3;2531;300320;15686
Syddanmark;14-7-2021;F;49;0;1;2531;300369;15687
Hovedstaden;14-7-2021;M;328;0;4;2531;300697;15691
Midtjylland;14-7-2021;M;158;0;2;2531;300855;15693
Nordjylland;14-7-2021;M;25;0;1;2531;300880;15694
Sjælland;14-7-2021;M;53;0;1;2531;300933;15695
Syddanmark;14-7-2021;M;81;0;1;2531;301014;15696
Hovedstaden;15-7-2021;F;258;0;3;2531;301272;15699
Midtjylland;15-7-2021;F;101;0;3;2531;301373;15702
Nordjylland;15-7-2021;F;27;0;0;2531;301400;15702
Sjælland;15-7-2021;F;34;0;0;2531;301434;15702
Syddanmark;15-7-2021;F;55;0;1;2531;301489;15703
Hovedstaden;15-7-2021;M;291;0;6;2531;301780;15709
Midtjylland;15-7-2021;M;138;0;3;2531;301918;15712
Nordjylland;15-7-2021;M;18;0;0;2531;301936;15712
Sjælland;15-7-2021;M;40;0;4;2531;301976;15716
Syddanmark;15-7-2021;M;65;1;0;2532;302041;15716
Hovedstaden;16-7-2021;F;173;0;3;2532;302214;15719
Midtjylland;16-7-2021;F;95;0;1;2532;302309;15720
Nordjylland;16-7-2021;F;12;0;0;2532;302321;15720
Sjælland;16-7-2021;F;37;0;1;2532;302358;15721
Syddanmark;16-7-2021;F;46;0;2;2532;302404;15723
Hovedstaden;16-7-2021;M;228;1;3;2533;302632;15726
Midtjylland;16-7-2021;M;101;0;1;2533;302733;15727
Nordjylland;16-7-2021;M;21;0;0;2533;302754;15727
Sjælland;16-7-2021;M;43;0;0;2533;302797;15727
Syddanmark;16-7-2021;M;44;0;0;2533;302841;15727
Hovedstaden;17-7-2021;F;182;0;2;2533;303023;15729
Midtjylland;17-7-2021;F;89;1;3;2534;303112;15732
Nordjylland;17-7-2021;F;15;0;0;2534;303127;15732
Sjælland;17-7-2021;F;30;0;2;2534;303157;15734
Syddanmark;17-7-2021;F;47;0;0;2534;303204;15734
Hovedstaden;17-7-2021;M;202;0;4;2534;303406;15738
Midtjylland;17-7-2021;M;82;0;0;2534;303488;15738
Nordjylland;17-7-2021;M;28;0;0;2534;303516;15738
Sjælland;17-7-2021;M;43;0;1;2534;303559;15739
Syddanmark;17-7-2021;M;54;0;0;2534;303613;15739
Hovedstaden;18-7-2021;F;155;0;2;2534;303768;15741
Midtjylland;18-7-2021;F;78;0;0;2534;303846;15741
Nordjylland;18-7-2021;F;15;0;0;2534;303861;15741
Sjælland;18-7-2021;F;32;0;0;2534;303893;15741
Syddanmark;18-7-2021;F;51;0;1;2534;303944;15742
Hovedstaden;18-7-2021;M;165;0;2;2534;304109;15744
Midtjylland;18-7-2021;M;81;0;0;2534;304190;15744
Nordjylland;18-7-2021;M;24;0;0;2534;304214;15744
Sjælland;18-7-2021;M;57;1;1;2535;304271;15745
Syddanmark;18-7-2021;M;49;0;1;2535;304320;15746
Hovedstaden;19-7-2021;F;183;0;1;2535;304503;15747
Midtjylland;19-7-2021;F;113;0;3;2535;304616;15750
Nordjylland;19-7-2021;F;29;0;0;2535;304645;15750
Sjælland;19-7-2021;F;39;0;3;2535;304684;15753
Syddanmark;19-7-2021;F;48;0;2;2535;304732;15755
Hovedstaden;19-7-2021;M;203;1;3;2536;304935;15758
Midtjylland;19-7-2021;M;123;0;1;2536;305058;15759
Nordjylland;19-7-2021;M;31;0;0;2536;305089;15759
Sjælland;19-7-2021;M;34;0;1;2536;305123;15760
Syddanmark;19-7-2021;M;46;0;1;2536;305169;15761
Hovedstaden;20-7-2021;F;181;0;5;2536;305350;15766
Midtjylland;20-7-2021;F;76;0;1;2536;305426;15767
Nordjylland;20-7-2021;F;18;0;0;2536;305444;15767
Sjælland;20-7-2021;F;24;0;0;2536;305468;15767
Syddanmark;20-7-2021;F;55;0;2;2536;305523;15769
Hovedstaden;20-7-2021;M;208;0;3;2536;305731;15772
Midtjylland;20-7-2021;M;117;0;2;2536;305848;15774
Nordjylland;20-7-2021;M;17;0;0;2536;305865;15774
Sjælland;20-7-2021;M;36;0;0;2536;305901;15774
Syddanmark;20-7-2021;M;66;0;0;2536;305967;15774
Hovedstaden;21-7-2021;F;198;0;4;2536;306165;15778
Midtjylland;21-7-2021;F;81;0;0;2536;306246;15778
Nordjylland;21-7-2021;F;28;0;0;2536;306274;15778
Sjælland;21-7-2021;F;32;0;0;2536;306306;15778
Syddanmark;21-7-2021;F;42;0;0;2536;306348;15778
Hovedstaden;21-7-2021;M;170;1;2;2537;306518;15780
Midtjylland;21-7-2021;M;118;0;3;2537;306636;15783
Nordjylland;21-7-2021;M;32;0;1;2537;306668;15784
Sjælland;21-7-2021;M;34;0;2;2537;306702;15786
Syddanmark;21-7-2021;M;58;0;0;2537;306760;15786
Hovedstaden;22-7-2021;F;128;0;2;2537;306888;15788
Midtjylland;22-7-2021;F;90;0;2;2537;306978;15790
Nordjylland;22-7-2021;F;28;0;0;2537;307006;15790
Sjælland;22-7-2021;F;35;0;0;2537;307041;15790
Syddanmark;22-7-2021;F;46;0;1;2537;307087;15791
Hovedstaden;22-7-2021;M;168;0;3;2537;307255;15794
Midtjylland;22-7-2021;M;91;0;3;2537;307346;15797
Nordjylland;22-7-2021;M;21;0;1;2537;307367;15798
Sjælland;22-7-2021;M;34;0;1;2537;307401;15799
Syddanmark;22-7-2021;M;53;0;2;2537;307454;15801
Hovedstaden;23-7-2021;F;139;1;4;2538;307593;15805
Midtjylland;23-7-2021;F;93;0;3;2538;307686;15808
Nordjylland;23-7-2021;F;19;0;0;2538;307705;15808
Sjælland;23-7-2021;F;29;0;1;2538;307734;15809
Syddanmark;23-7-2021;F;52;0;0;2538;307786;15809
Hovedstaden;23-7-2021;M;157;2;5;2540;307943;15814
Midtjylland;23-7-2021;M;100;0;0;2540;308043;15814
Nordjylland;23-7-2021;M;27;0;1;2540;308070;15815
Sjælland;23-7-2021;M;32;1;2;2541;308102;15817
Syddanmark;23-7-2021;M;72;0;0;2541;308174;15817
Hovedstaden;24-7-2021;F;133;0;4;2541;308307;15821
Midtjylland;24-7-2021;F;81;0;1;2541;308388;15822
Nordjylland;24-7-2021;F;27;0;0;2541;308415;15822
Sjælland;24-7-2021;F;27;0;4;2541;308442;15826
Syddanmark;24-7-2021;F;28;0;1;2541;308470;15827
Hovedstaden;24-7-2021;M;130;0;3;2541;308600;15830
Midtjylland;24-7-2021;M;101;0;0;2541;308701;15830
Nordjylland;24-7-2021;M;31;0;0;2541;308732;15830
Sjælland;24-7-2021;M;22;0;0;2541;308754;15830
Syddanmark;24-7-2021;M;48;0;0;2541;308802;15830
Hovedstaden;25-7-2021;F;142;0;4;2541;308944;15834
Midtjylland;25-7-2021;F;93;0;0;2541;309037;15834
Nordjylland;25-7-2021;F;23;0;0;2541;309060;15834
Sjælland;25-7-2021;F;25;0;0;2541;309085;15834
Syddanmark;25-7-2021;F;59;0;2;2541;309144;15836
Hovedstaden;25-7-2021;M;200;0;4;2541;309344;15840
Midtjylland;25-7-2021;M;106;1;2;2542;309450;15842
Nordjylland;25-7-2021;M;32;0;0;2542;309482;15842
Sjælland;25-7-2021;M;27;0;2;2542;309509;15844
Syddanmark;25-7-2021;M;56;0;0;2542;309565;15844
Hovedstaden;26-7-2021;F;190;0;4;2542;309755;15848
Midtjylland;26-7-2021;F;125;0;0;2542;309880;15848
Nordjylland;26-7-2021;F;46;0;0;2542;309926;15848
Sjælland;26-7-2021;F;50;0;0;2542;309976;15848
Syddanmark;26-7-2021;F;69;0;5;2542;310045;15853
Hovedstaden;26-7-2021;M;209;0;1;2542;310254;15854
Midtjylland;26-7-2021;M;149;0;2;2542;310403;15856
Nordjylland;26-7-2021;M;62;0;0;2542;310465;15856
Sjælland;26-7-2021;M;39;0;2;2542;310504;15858
Syddanmark;26-7-2021;M;78;0;0;2542;310582;15858
Hovedstaden;27-7-2021;F;202;0;5;2542;310784;15863
Midtjylland;27-7-2021;F;118;1;0;2543;310902;15863
Nordjylland;27-7-2021;F;59;0;0;2543;310961;15863
Sjælland;27-7-2021;F;31;0;0;2543;310992;15863
Syddanmark;27-7-2021;F;53;0;0;2543;311045;15863
