Region;Prøvetagningsdato;Køn;Bekræftede tilfælde;Døde;Indlæggelser;Kummuleret antal døde;Kummuleret antal bekræftede tilfælde;Kummuleret antal indlæggelser
Midtjylland;1-4-2021;M;52;0;7;2447;230698;13493
Nordjylland;1-4-2021;M;24;0;0;2447;230722;13493
Sjælland;1-4-2021;M;44;0;0;2447;230766;13493
Syddanmark;1-4-2021;M;42;0;5;2447;230808;13498
Hovedstaden;2-4-2021;F;147;0;5;2447;230955;13503
Midtjylland;2-4-2021;F;45;0;1;2447;231000;13504
Nordjylland;2-4-2021;F;18;0;0;2447;231018;13504
Sjælland;2-4-2021;F;30;0;1;2447;231048;13505
Syddanmark;2-4-2021;F;40;0;1;2447;231088;13506
Hovedstaden;2-4-2021;M;126;0;8;2447;231214;13514
Midtjylland;2-4-2021;M;45;0;1;2447;231259;13515
Nordjylland;2-4-2021;M;18;0;2;2447;231277;13517
Sjælland;2-4-2021;M;33;0;3;2447;231310;13520
Syddanmark;2-4-2021;M;47;0;2;2447;231357;13522
Hovedstaden;3-4-2021;F;115;0;3;2447;231472;13525
Midtjylland;3-4-2021;F;59;0;3;2447;231531;13528
Nordjylland;3-4-2021;F;13;0;0;2447;231544;13528
Sjælland;3-4-2021;F;26;0;2;2447;231570;13530
Syddanmark;3-4-2021;F;43;0;1;2447;231613;13531
Hovedstaden;3-4-2021;M;124;1;8;2448;231737;13539
Midtjylland;3-4-2021;M;50;1;2;2449;231787;13541
Nordjylland;3-4-2021;M;26;0;1;2449;231813;13542
Sjælland;3-4-2021;M;30;0;0;2449;231843;13542
Syddanmark;3-4-2021;M;30;0;1;2449;231873;13543
Hovedstaden;4-4-2021;F;124;0;7;2449;231997;13550
Midtjylland;4-4-2021;F;34;0;0;2449;232031;13550
Nordjylland;4-4-2021;F;16;0;0;2449;232047;13550
Sjælland;4-4-2021;F;16;0;2;2449;232063;13552
Syddanmark;4-4-2021;F;35;0;4;2449;232098;13556
Hovedstaden;4-4-2021;M;116;0;3;2449;232214;13559
Midtjylland;4-4-2021;M;41;0;1;2449;232255;13560
Nordjylland;4-4-2021;M;26;0;1;2449;232281;13561
Sjælland;4-4-2021;M;25;0;0;2449;232306;13561
Syddanmark;4-4-2021;M;26;0;0;2449;232332;13561
Hovedstaden;5-4-2021;F;130;0;3;2449;232462;13564
Midtjylland;5-4-2021;F;50;0;1;2449;232512;13565
Nordjylland;5-4-2021;F;25;0;2;2449;232537;13567
Sjælland;5-4-2021;F;30;0;1;2449;232567;13568
Syddanmark;5-4-2021;F;40;0;1;2449;232607;13569
Hovedstaden;5-4-2021;M;139;0;5;2449;232746;13574
Midtjylland;5-4-2021;M;38;0;2;2449;232784;13576
Nordjylland;5-4-2021;M;25;0;1;2449;232809;13577
Sjælland;5-4-2021;M;33;0;1;2449;232842;13578
Syddanmark;5-4-2021;M;41;0;4;2449;232883;13582
Hovedstaden;6-4-2021;F;174;0;8;2449;233057;13590
Midtjylland;6-4-2021;F;39;0;2;2449;233096;13592
Nordjylland;6-4-2021;F;21;0;1;2449;233117;13593
Sjælland;6-4-2021;F;34;0;3;2449;233151;13596
Syddanmark;6-4-2021;F;54;0;5;2449;233205;13601
Hovedstaden;6-4-2021;M;199;0;11;2449;233404;13612
Midtjylland;6-4-2021;M;58;0;5;2449;233462;13617
Nordjylland;6-4-2021;M;31;0;0;2449;233493;13617
Sjælland;6-4-2021;M;30;0;1;2449;233523;13618
Syddanmark;6-4-2021;M;55;0;2;2449;233578;13620
Hovedstaden;7-4-2021;F;147;1;6;2450;233725;13626
Midtjylland;7-4-2021;F;54;0;3;2450;233779;13629
Nordjylland;7-4-2021;F;38;0;2;2450;233817;13631
Sjælland;7-4-2021;F;34;0;3;2450;233851;13634
Syddanmark;7-4-2021;F;57;0;2;2450;233908;13636
Hovedstaden;7-4-2021;M;178;2;6;2452;234086;13642
Midtjylland;7-4-2021;M;54;0;2;2452;234140;13644
Nordjylland;7-4-2021;M;30;0;1;2452;234170;13645
Sjælland;7-4-2021;M;50;0;5;2452;234220;13650
Syddanmark;7-4-2021;M;62;0;4;2452;234282;13654
Hovedstaden;8-4-2021;F;181;1;7;2453;234463;13661
